object_id,disposition,orbital_period,transit_duration,transit_depth_ppm,planet_radius,stellar_temp,stellar_logg,stellar_radius,mission,,,,,,,,,
TOI 1639.01,FALSE POSITIVE,0.901465,2.5562155,3156.565826,3.4348127,3896,4.64192,0.611023,TESS,,,,,,,,,
TOI 164.01,FALSE POSITIVE,7.31898,3.771,3809.3,8.79673,5926,4.27,1.3,TESS,,,,,,,,,
TOI 1640.01,CONFIRMED,1.9495403,0.8060618,2089.244412,1.3929217,3414,4.97292,0.260187,TESS,,,,,,,,,
TOI 1641.01,CANDIDATE,1.8646725,1.028,570,12.8352,9898,3.77846,3.4,TESS,,,,,,,,,
TOI 1643.01,CANDIDATE,20.0795217,1.2186554,1065.535571,2.7170462,4763,4.54306,0.777584,TESS,,,,,,,,,
TOI 1644.01,FALSE POSITIVE,1.8497201,1.757,5750,11.2477,6019,4.438,1.24,TESS,,,,,,,,,
TOI 1645.01,FALSE POSITIVE,2.1721416,2.7480823,17864.55208,18.0850347,6198,4.27912,1.30937,TESS,,,,,,,,,
TOI 1647.01,FALSE POSITIVE,6.9744232,2.124,9189,37.9891,5821.7,3.97,1.86,TESS,,,,,,,,,
TOI 1648.01,CANDIDATE,7.3315684,1.287,893,2.77433,4871.6,4.48,0.84,TESS,,,,,,,,,
TOI 1649.01,FALSE POSITIVE,3.4557863,2.164,6423,16.0772,8170,4.24,1.78,TESS,,,,,,,,,
TOI 165.01,FALSE POSITIVE,7.757643,2.8561356,7336.690882,12.7936991,6038,3.96,1.91151,TESS,,,,,,,,,
TOI 1650.01,FALSE POSITIVE,9.1505,2.986,1370,11.1497,7719,3.74,3.02,TESS,,,,,,,,,
TOI 1651.01,CANDIDATE,3.7649949,2.642,14735,17.8182,6724,4.29,1.42,TESS,,,,,,,,,
TOI 1652.01,FALSE POSITIVE,0.6664948,1.38,260,3.217,5329,3.8,1.99,TESS,,,,,,,,,
TOI 1655.01,CANDIDATE,3.2786617,2.631,1101,3.61232,5411,4.29,1.15,TESS,,,,,,,,,
TOI 1657.01,FALSE POSITIVE,5.6309047,3.877,1683,7.00844,5304,4.6,0.79,TESS,,,,,,,,,
TOI 1658.01,FALSE POSITIVE,0.6803433,2.0674164,565.5754223,8.1888041,7325.5,3.71,2.97877,TESS,,,,,,,,,
TOI 1659.01,CONFIRMED,5.8775548,2.9027641,412.2881337,2.1822904,5977,4.47,1.00568,TESS,,,,,,,,,
TOI 1659.02,CANDIDATE,3.3985674,2.197,171,1.18609,5977,4.47,1.01,TESS,,,,,,,,,
TOI 166.01,CANDIDATE,5.0611315,1.5562414,5276.03493,9.1484302,5254,4.45,1.00217,TESS,,,,,,,,,
TOI 1660.01,FALSE POSITIVE,1.3561596,2.504,482,4.12493,6375,4,1.86,TESS,,,,,,,,,
TOI 1663.01,FALSE POSITIVE,2.37532,2.957,1940,13.5855,7895.7,4.06,2.11,TESS,,,,,,,,,
TOI 1664.01,CANDIDATE,11.835079,2.094,336,2.5354,6225,5.06078,1.34,TESS,,,,,,,,,
TOI 1666.01,FALSE POSITIVE,1.69433,2.169,650,5.20733,7185,4.04,2,TESS,,,,,,,,,
TOI 1668.01,FALSE POSITIVE,2.363311,3.294,1121,2.74038,5420,4.38,1.04,TESS,,,,,,,,,
TOI 1669.01,CONFIRMED,2.6800536,1.758,456,2.3437,5550,4.37,1.07,TESS,,,,,,,,,
TOI 1670.01,CONFIRMED,40.7501028,4.873,6026,10.1271,6453,5.20004,1.31,TESS,,,,,,,,,
TOI 1670.02,CONFIRMED,10.9836724,2.636,315,2.35616,6453,5.20004,1.31,TESS,,,,,,,,,
TOI 1670.03,CANDIDATE,123.0586028,9.7316587,485.2393663,2.9538423,6453,5.20004,1.31225,TESS,,,,,,,,,
TOI 1672.01,FALSE POSITIVE,3.8954139,2.832,911,5.15915,6064,3.94,1.89,TESS,,,,,,,,,
TOI 1675.01,CANDIDATE,3.133084,1.237,1192,10.3743,7478,4.05,2.06,TESS,,,,,,,,,
TOI 1676.01,CANDIDATE,3.1915257,2.756,8587,16.4091,6673,4.13,1.69,TESS,,,,,,,,,
TOI 1677.01,CANDIDATE,0.6435807,0.6659322,876.6807794,4.8452813,5919.7,4.12,1.49305,TESS,,,,,,,,,
TOI 1680.01,CONFIRMED,4.8026561,1.1658648,4358.115768,1.4202459,3231,5.04064,0.213459,TESS,,,,,,,,,
TOI 1681.01,CANDIDATE,1.5379237,0.766,1135,8.73996,5672.5,4.51,0.93,TESS,,,,,,,,,
TOI 1682.01,CANDIDATE,2.7347651,3.205,9209,17.805,6767.9,4.1,1.77,TESS,,,,,,,,,
TOI 1683.01,CONFIRMED,3.057524,1.3790503,1117.963818,2.4878486,4402,4.59,0.695095,TESS,,,,,,,,,
TOI 1685.01,CONFIRMED,0.6691449,0.9921631,1254.371193,1.9200407,3457,4.7705,0.462408,TESS,,,,,,,,,
TOI 1686.01,CANDIDATE,6.7053949,3.8459321,575.2056582,3.7076274,6141,4.17616,1.45858,TESS,,,,,,,,,
TOI 1687.01,CANDIDATE,10.2596322,1.8234891,1080.921317,3.9130735,5734,4.4674,0.978325,TESS,,,,,,,,,
TOI 1688.01,FALSE POSITIVE,6.7171913,7.5037208,9138.715071,22.875658,5843,3.7177,2.3529,TESS,,,,,,,,,
TOI 169.01,CONFIRMED,2.2554459,1.6678604,5283.71039,11.0535293,5817,4.23,1.29661,TESS,,,,,,,,,
TOI 1691.01,CONFIRMED,16.7368995,4.561,989,2.88015,5759,4.44767,1,TESS,,,,,,,,,
TOI 1692.01,CANDIDATE,17.7286608,6.4427868,1086.461814,4.9572307,6554,4.24316,1.45796,TESS,,,,,,,,,
TOI 1692.02,CANDIDATE,32.2079698,7.519958,2409.294316,7.3178089,6554,4.24316,1.45796,TESS,,,,,,,,,
TOI 1693.01,CONFIRMED,1.766692,1.4196682,830.5082973,1.5574734,3474,4.77152,0.46126,TESS,,,,,,,,,
TOI 1694.01,CONFIRMED,3.7701296,2.8512056,4361.180108,5.4800266,5058,4.53907,0.81833,TESS,,,,,,,,,
TOI 1695.01,CONFIRMED,3.1342946,1.2158796,1183.606071,1.7992966,3575,4.72334,0.516105,TESS,,,,,,,,,
TOI 1696.01,CONFIRMED,2.5005291,0.8809865,12579.35048,3.1713853,3181,4.94798,0.280475,TESS,,,,,,,,,
TOI 1697.01,CANDIDATE,10.716524,3.075,1280,2.34185,4067,4.50609,0.65,TESS,,,,,,,,,
TOI 1699.01,CANDIDATE,4.5470055,2.382923,813.7370725,3.0070741,5654.4,4.41,1.03909,TESS,,,,,,,,,
TOI 170.01,CANDIDATE,3.7115129,2.685,12280,13.941,5973,4.31,1.22,TESS,,,,,,,,,
TOI 1700.01,FALSE POSITIVE,1.12355,1.611,1020,3.49799,5524,4.41,1.01,TESS,,,,,,,,,
TOI 1701.01,CANDIDATE,1.3341738,1.3470884,2283.656285,4.5073642,4685.1,4.42,0.878958,TESS,,,,,,,,,
TOI 1702.01,FALSE POSITIVE,0.40312,0.853,1000,2.95177,4252.9,4.37,0.89,TESS,,,,,,,,,
TOI 1703.01,CANDIDATE,1.2016105,0.6498366,2414.879119,5.3210497,5747.6,4.39,1.07532,TESS,,,,,,,,,
TOI 1704.01,FALSE POSITIVE,3.929983,2.153,2270,6.51515,6621.9,4.33,1.34,TESS,,,,,,,,,
TOI 1705.01,FALSE POSITIVE,13.2054538,4.875,644,3.74642,6653,4.14,1.67,TESS,,,,,,,,,
TOI 1706.01,CANDIDATE,4.5156072,2.628,449,2.07194,5617,4.47,0.97,TESS,,,,,,,,,
TOI 1706.02,CANDIDATE,7.4057777,2.778,325,1.67743,5617,4.47,0.97,TESS,,,,,,,,,
TOI 1707.01,FALSE POSITIVE,2.02365,2.585,1710,5.96472,6582,4.24,1.48,TESS,,,,,,,,,
TOI 1709.01,CANDIDATE,7.6288424,3.311,10850,18.0261,6157,4.1,1.6,TESS,,,,,,,,,
TOI 171.01,CANDIDATE,1.238601,1.9048913,12167.53092,12.1897562,5237,4.2427,1.1072299,TESS,,,,,,,,,
TOI 171.02,FALSE POSITIVE,1.8135767,1.0753316,4166.280204,7.660458,5237,4.2427,1.1072299,TESS,,,,,,,,,
TOI 1710.01,CONFIRMED,24.2833782,5.132,2844,5.21152,5675,4.46,0.98,TESS,,,,,,,,,
TOI 1711.01,FALSE POSITIVE,10.2558,5.088,5740,7.44683,5326,4.43,0.97,TESS,,,,,,,,,
TOI 1712.01,FALSE POSITIVE,3.566276,4.197,3870,20.2251,6831.4,3.61,3.17,TESS,,,,,,,,,
TOI 1713.01,CANDIDATE,0.5572565,0.5671304,1198.721242,3.2761782,5097.6,4.42,0.946,TESS,,,,,,,,,
TOI 1714.01,CANDIDATE,3.4744763,4.258,12920,19.6131,6642.3,4.14,1.67,TESS,,,,,,,,,
TOI 1715.01,FALSE POSITIVE,2.8269356,1.1692366,950.9544382,4.8112209,7072,4.28,1.50581,TESS,,,,,,,,,
TOI 1716.01,CONFIRMED,8.082354,3.284,559,2.72432,5878.6,4.28,1.24,TESS,,,,,,,,,
TOI 1717.01,CANDIDATE,4.052389,2.169,8976,13.1098,6578,4.31,1.36,TESS,,,,,,,,,
TOI 1718.01,CANDIDATE,5.5870396,2.745,1907,4.24332,5378,4.46,0.94,TESS,,,,,,,,,
TOI 1719.01,CANDIDATE,2.7552586,1.17,338,9.65945,6096.4,3.26,4.17,TESS,,,,,,,,,
TOI 172.01,CONFIRMED,9.47686,4.392,2980,9.80856,5801.8,4.32,1.79,TESS,,,,,,,,,
TOI 1720.01,CANDIDATE,2.6158597,2.517,13363,13.1204,5267,4.32,1.08,TESS,,,,,,,,,
TOI 1721.01,CANDIDATE,4.1250429,4.454,8804,15.3479,6304,4.11,1.62,TESS,,,,,,,,,
TOI 1722.01,CANDIDATE,9.6052235,3.628,1437,3.86469,6137,4.43,1.09,TESS,,,,,,,,,
TOI 1723.01,CONFIRMED,13.7270395,4.007,901,2.95921,5777,4.38035,1.09,TESS,,,,,,,,,
TOI 1724.01,FALSE POSITIVE,0.6850808,1.0565887,2675.717666,1.9806358,3541,4.8452,0.380019,TESS,,,,,,,,,
TOI 1725.01,CANDIDATE,1.0914304,3.05123,15377.79205,22.6154555,6154,4.02046,1.74942,TESS,,,,,,,,,
TOI 1726.01,CONFIRMED,7.107934,3.440833,501.6058242,2.2881711,5694.11,4.53108,0.902932,TESS,,,,,,,,,
TOI 1726.02,CONFIRMED,20.5438153,4.0537919,799.3817133,2.5734283,5694.11,4.53108,0.902932,TESS,,,,,,,,,
TOI 1727.01,CANDIDATE,1.8308782,1.5764906,464.5713657,2.1988321,5566,4.44006,0.98869,TESS,,,,,,,,,
TOI 1728.01,CONFIRMED,3.4913952,1.763,5400,4.9395,3907,4.62346,0.63,TESS,,,,,,,,,
TOI 173.01,CANDIDATE,29.7537451,8.0780445,6350.829941,11.9868976,6409,4.20097,1.46863,TESS,,,,,,,,,
TOI 173.02,CANDIDATE,9.1702265,5.6855842,305.9835677,2.6317754,6409,4.20097,1.46863,TESS,,,,,,,,,
TOI 1730.01,CANDIDATE,6.2262315,2.239,1488,2.75524,3691,4.70931,0.53,TESS,,,,,,,,,
TOI 1730.02,CANDIDATE,2.1555232,1.445,742,1.47809,3691,4.70931,0.53,TESS,,,,,,,,,
TOI 1730.03,CANDIDATE,12.5739572,2.722,2170,2.4359,3691,4.70931,0.53,TESS,,,,,,,,,
TOI 1731.01,CANDIDATE,3.9228042,3.205,13970,15.8493,6193,4.2858,1.3,TESS,,,,,,,,,
TOI 1732.01,CANDIDATE,4.1192231,2.1841675,1236.504245,2.2236629,3876,4.62394,0.632571,TESS,,,,,,,,,
TOI 1733.01,FALSE POSITIVE,5.80322,1.569,1710,6.3744,5846,4.11,1.5,TESS,,,,,,,,,
TOI 1734.01,CANDIDATE,28.8745078,4.4849765,584.5089133,2.7122882,5773,4.46229,0.988898,TESS,,,,,,,,,
TOI 1735.01,CANDIDATE,10.3857602,3.101,380,2.37414,6439,4.35142,1.26,TESS,,,,,,,,,
TOI 1736.01,CONFIRMED,7.0731057,3.819,439,2.69175,5656,4.1408,1.41,TESS,,,,,,,,,
TOI 1737.01,CANDIDATE,14.4479828,6.353,218,2.79468,6669,4.01,1.95,TESS,,,,,,,,,
TOI 1738.01,CANDIDATE,3.6985817,1.5474205,3061.823845,4.3816478,3948,4.59404,0.6692,TESS,,,,,,,,,
TOI 1739.01,CONFIRMED,8.3033493,1.705,571,1.95844,4814,4.54519,0.78,TESS,,,,,,,,,
TOI 174.01,CONFIRMED,17.6671687,2.525,854,1.87042,4813,4.38,0.69,TESS,,,,,,,,,
TOI 174.02,CONFIRMED,29.7975205,2.782,671,1.60982,4813,4.38,0.69,TESS,,,,,,,,,
TOI 174.03,CONFIRMED,12.1623316,2.614,317,1.15643,4813,4.38,0.69,TESS,,,,,,,,,
TOI 174.04,CONFIRMED,3.9766833,1.859,142,0.757588,4813,4.38,0.69,TESS,,,,,,,,,
TOI 174.05,CONFIRMED,7.9076222,2.611,217,0.969819,4813,4.38,0.69,TESS,,,,,,,,,
TOI 1740.01,CANDIDATE,19.428419,3.5727154,850.4127883,2.4616462,5366,4.56253,0.835173,TESS,,,,,,,,,
TOI 1741.01,CANDIDATE,10.9406641,2.175,440,1.36492,4324,4.697,0.61,TESS,,,,,,,,,
TOI 1742.01,CONFIRMED,21.2690422,5.893,350,1.87711,5707,4.31886,1.16,TESS,,,,,,,,,
TOI 1743.01,CONFIRMED,4.2660553,0.69,1700,3.30511,3281,4.90415,0.32,TESS,,,,,,,,,
TOI 1744.01,CONFIRMED,22.3417286,2.582,472,2.54102,6179,4.3969,1.14,TESS,,,,,,,,,
TOI 1745.01,CANDIDATE,5.984871,2.2695614,2583.778826,3.4443503,3759,4.80439,0.424468,TESS,,,,,,,,,
TOI 1746.01,CANDIDATE,2.5253323,0.989829,1258.571856,1.4761503,3340,4.81708,0.410465,TESS,,,,,,,,,
TOI 1746.02,CANDIDATE,3.8776815,1.0297542,1077.910551,1.365807,3340,4.81708,0.410465,TESS,,,,,,,,,
TOI 1747.01,CANDIDATE,2.7546548,0.561,394,2.08088,4435,4.58929,0.7,TESS,,,,,,,,,
TOI 1748.01,CANDIDATE,1.8318623,1.4211172,403.1219726,1.5299007,4837,4.51662,0.768226,TESS,,,,,,,,,
TOI 1749.01,CONFIRMED,4.4891367,1.8833377,1271.186702,1.9980298,3959,4.68416,0.561356,TESS,,,,,,,,,
TOI 1749.02,CONFIRMED,9.0447039,1.7653148,1611.001019,2.2493746,3959,4.68416,0.561356,TESS,,,,,,,,,
TOI 1749.03,CANDIDATE,2.3889051,1.032409,569.8511771,1.3399401,3959,4.68416,0.561356,TESS,,,,,,,,,
TOI 175.01,CONFIRMED,3.6906759,1.107,1657,1.36751,3469,4.9401,0.31,TESS,,,,,,,,,
TOI 175.02,CONFIRMED,7.4507305,0.475,1542,3.04528,3469,4.9401,0.31,TESS,,,,,,,,,
TOI 175.03,CONFIRMED,2.2531062,0.9939837,682.3972723,0.826635,3469,4.9401,0.31416,TESS,,,,,,,,,
TOI 1750.01,CANDIDATE,11.3373614,2.8611319,1194.045162,2.619494,4765,4.55138,0.768675,TESS,,,,,,,,,
TOI 1751.01,CONFIRMED,37.4685042,7.685,429,2.56325,6114,4.293,1.27,TESS,,,,,,,,,
TOI 1752.01,CANDIDATE,0.9351891,0.7694649,1150.287116,1.8032935,3652,4.71387,0.526987,TESS,,,,,,,,,
TOI 1752.02,CANDIDATE,32.7135406,5.075467,1469.259879,2.4202837,3652,4.71387,0.526987,TESS,,,,,,,,,
TOI 1753.01,CONFIRMED,5.3846239,3.2617296,630.6901313,2.6170633,5700,4.48088,0.959022,TESS,,,,,,,,,
TOI 1754.01,CANDIDATE,16.2143217,3.8395249,1553.706434,2.8235075,3849,4.65688,0.593295,TESS,,,,,,,,,
TOI 1756.01,CANDIDATE,2.7830114,1.7406295,916.2640701,1.7104603,3756,4.68309,0.562607,TESS,,,,,,,,,
TOI 1757.01,CANDIDATE,2.125687,1.4649664,570.6858828,1.6780073,4428,4.57977,0.707159,TESS,,,,,,,,,
TOI 1757.02,CANDIDATE,5.0097113,0.9457107,560.4159621,1.6316574,4428,4.57977,0.707159,TESS,,,,,,,,,
TOI 1758.01,CONFIRMED,20.7051499,3.348,1822,3.39245,5169,4.57,0.81,TESS,,,,,,,,,
TOI 1759.01,CONFIRMED,18.8500438,3.407,2610,3.09094,3960,4.62853,0.63,TESS,,,,,,,,,
TOI 176.01,FALSE POSITIVE,16.155373,1.556705,71225.72317,10.424281,3270,4.98242,0.271,TESS,,,,,,,,,
TOI 1760.01,FALSE POSITIVE,11.062666,2.0842156,4957.878094,2.6437021,3212,4.98029,0.254522,TESS,,,,,,,,,
TOI 1761.01,CANDIDATE,11.5922513,3.4868947,373.1625573,2.4230886,6311,4.37813,1.19407,TESS,,,,,,,,,
TOI 1762.01,CANDIDATE,24.141229,3.069765,1612.779543,4.0770689,6156,4.55262,0.94842,TESS,,,,,,,,,
TOI 1763.01,CANDIDATE,3.797872,1.0636976,1501.082503,1.9296055,3520,4.76125,0.472869,TESS,,,,,,,,,
TOI 1764.01,CANDIDATE,47.3860753,1.81,19550,9.77368,4415,4.69831,0.62,TESS,,,,,,,,,
TOI 1765.01,CANDIDATE,3.493958,1.961,3650,5.65971,5203.4,4.47,0.9,TESS,,,,,,,,,
TOI 1766.01,CANDIDATE,2.7033942,2.927,10340,16.72,6518,4.15,1.61,TESS,,,,,,,,,
TOI 1767.01,CANDIDATE,4.3532339,3.869,10270,16.2509,5914,4.07,1.59,TESS,,,,,,,,,
TOI 1768.01,CONFIRMED,7.3377236,4.243,795,3.2807,5994,4.4,1.1,TESS,,,,,,,,,
TOI 177.01,CONFIRMED,2.8531016,1.142,1395,2.02068,3703,4.76229,0.52,TESS,,,,,,,,,
TOI 1770.01,FALSE POSITIVE,1.0924536,1.2245785,874.580104,6.5935026,6273,4.2,1.4487799,TESS,,,,,,,,,
TOI 1771.01,CANDIDATE,3.2122302,2.653,14429,13.0356,5357.7,4.37,1.04,TESS,,,,,,,,,
TOI 1772.01,CONFIRMED,8.0542207,3.0287161,706.8165307,2.8337706,5583.1,4.44,0.995254,TESS,,,,,,,,,
TOI 1773.01,CANDIDATE,0.7365463,1.5732208,384.6733121,2.0231121,5250,4.42,0.963515,TESS,,,,,,,,,
TOI 1774.01,CONFIRMED,16.7100422,5.4004652,615.2873631,2.7396616,5853.7,4.38636,1.09271,TESS,,,,,,,,,
TOI 1775.01,CONFIRMED,10.2405483,3.538,9950,8.69623,5251,4.54337,0.84,TESS,,,,,,,,,
TOI 1776.01,CONFIRMED,2.8009915,1.4985399,204.8553325,1.4033915,5723.87,4.49543,0.945408,TESS,,,,,,,,,
TOI 1777.01,CONFIRMED,14.6503935,2.08,330,1.81908,5859.45,4.4776,0.98,TESS,,,,,,,,,
TOI 1778.01,CONFIRMED,6.5273884,3.1190657,415.430891,2.8972637,6023,4.23995,1.32944,TESS,,,,,,,,,
TOI 1779.01,CANDIDATE,1.8817191,1.236,99270,10.9698,3138,4.91873,0.31,TESS,,,,,,,,,
TOI 178.01,CONFIRMED,6.5578513,2.08,1596,2.54474,4111,4.55528,0.66,TESS,,,,,,,,,
TOI 178.02,CONFIRMED,20.708504,2.236524,1657.067907,3.751004,4111,4.55528,0.701202,TESS,,,,,,,,,
TOI 178.03,CONFIRMED,9.9616347,2.4648052,1084.432706,2.2807327,4111,4.55528,0.660806,TESS,,,,,,,,,
TOI 178.04,CANDIDATE,3.2384253,1.9941055,532.7580623,1.5148369,4111,4.55528,0.660806,TESS,,,,,,,,,
TOI 178.05,CANDIDATE,15.2321843,2.5318138,1228.533229,2.6196767,4111,4.55528,0.660806,TESS,,,,,,,,,
TOI 1780.01,CANDIDATE,1.7063264,1.359,10980,10.1999,4974,4.44059,0.9,TESS,,,,,,,,,
TOI 1781.01,CANDIDATE,2.9720774,4.41,6440,15.6498,6101.12,3.92024,1.95,TESS,,,,,,,,,
TOI 1782.01,CONFIRMED,4.9877056,2.2769107,1192.33982,2.4703077,4336,4.62012,0.668693,TESS,,,,,,,,,
TOI 1782.02,CONFIRMED,1.8290294,1.6679098,704.8493933,2.1268375,4336,4.62012,0.668693,TESS,,,,,,,,,
TOI 1782.03,CANDIDATE,18.7559765,2.5550705,1506.818331,2.9737536,4336,4.62012,0.668693,TESS,,,,,,,,,
TOI 1783.01,CANDIDATE,1.4198659,1.3058497,465.2106205,2.2822776,5406,4.42475,0.984511,TESS,,,,,,,,,
TOI 1785.01,CANDIDATE,11.0023133,5.305,298,4.25882,6264,4.25903,2.87,TESS,,,,,,,,,
TOI 1786.01,FALSE POSITIVE,9.573548,2.036,2788,15.6118,6505,4.04,1.83,TESS,,,,,,,,,
TOI 1787.01,CANDIDATE,8.7046669,2.58,9660,28.8458,6427,4.11,1.67,TESS,,,,,,,,,
TOI 1788.01,FALSE POSITIVE,5.34326,1.426,6980,10.4171,5776,4.25,1.26,TESS,,,,,,,,,
TOI 1789.01,CONFIRMED,3.2087149,1.639,1960,12.3921,5971.4,3.77,2.26,TESS,,,,,,,,,
TOI 179.01,CONFIRMED,4.1374379,1.8454937,1125.535465,2.6757659,5058,4.51761,0.802633,TESS,,,,,,,,,
TOI 1792.01,CANDIDATE,8.8164887,3.895,170,1.28915,5502.5,4.43,0.99,TESS,,,,,,,,,
TOI 1793.01,CONFIRMED,55.087,5.709,2509,4.36639,5175,4.51,0.87,TESS,,,,,,,,,
TOI 1794.01,CONFIRMED,8.7655468,4.0264463,572.6986983,3.3302665,5707,4.21803,1.29921,TESS,,,,,,,,,
TOI 1795.01,FALSE POSITIVE,2.7917911,1.4664254,1018.977143,6.0002066,6071,4.36,1.16271,TESS,,,,,,,,,
TOI 1796.01,CANDIDATE,2.6438856,0.9689289,6404.705147,3.812114,3456,4.8,0.425432,TESS,,,,,,,,,
TOI 1797.01,CONFIRMED,3.6451549,2.055,780,2.99324,5922,4.43,1.05,TESS,,,,,,,,,
TOI 1797.02,CONFIRMED,1.0376109,1.588,210,1.53671,5922,4.43,1.05,TESS,,,,,,,,,
TOI 1798.01,CONFIRMED,8.0214735,3.2087652,882.3089291,2.3381058,5165.2,4.59,0.784618,TESS,,,,,,,,,
TOI 1798.02,CONFIRMED,0.4378083,1.1404291,290.8856184,1.374002,5165.2,4.59,0.784618,TESS,,,,,,,,,
TOI 1799.01,CONFIRMED,7.093853,2.5107626,284.2381135,1.6277147,5690,4.48062,0.956941,TESS,,,,,,,,,
TOI 1800.01,CANDIDATE,4.1244833,3.567,9590,12.4249,5634,4.24009,1.26,TESS,,,,,,,,,
TOI 1801.01,CONFIRMED,10.6439385,2.713,1240,1.98891,3815,4.69775,0.55,TESS,,,,,,,,,
TOI 1802.01,CANDIDATE,16.7961107,3.4989302,1816.275599,2.5066457,3859,4.66612,0.582436,TESS,,,,,,,,,
TOI 1803.01,CANDIDATE,12.8858629,2.098,3170,4.21693,4868.61,4.6604,0.69,TESS,,,,,,,,,
TOI 1803.02,CANDIDATE,6.2932111,2.188,1810,2.98555,4868.61,4.6604,0.69,TESS,,,,,,,,,
TOI 1804.01,CANDIDATE,4.9246365,2.756,803,2.74529,5428.81,4.3631,1.06,TESS,,,,,,,,,
TOI 1805.01,CANDIDATE,24.0510453,3.3687329,1194.910354,2.9822257,5232.43,4.52455,0.855433,TESS,,,,,,,,,
TOI 1806.01,CONFIRMED,15.1512051,2.3438166,4955.304292,2.8411799,3272,4.82521,0.401575,TESS,,,,,,,,,
TOI 1806.02,CANDIDATE,8.1960758,1.4883227,4699.534447,2.7663658,3272,4.82521,0.401575,TESS,,,,,,,,,
TOI 1806.03,CANDIDATE,0.5019031,0.9470423,1536.568314,1.8451862,3272,4.82521,0.401575,TESS,,,,,,,,,
TOI 1807.01,CONFIRMED,0.54937,0.883,370,1.53904,4612.99,4.56172,0.74,TESS,,,,,,,,,
TOI 1808.01,FALSE POSITIVE,2.1075001,1.9093483,4256.174301,11.7706128,6351.66,4.13453,1.59204,TESS,,,,,,,,,
TOI 1809.01,CANDIDATE,4.6170519,3.555,12210,12.4681,5797,4.36164,1.11,TESS,,,,,,,,,
TOI 181.01,CONFIRMED,4.5320502,2.3754425,7874.585279,7.0590799,4983,4.61445,0.805573,TESS,,,,,,,,,
TOI 1810.01,CANDIDATE,1.3273482,2.083,18850,15.4709,5555.05,4.36832,1.07,TESS,,,,,,,,,
TOI 1811.01,CONFIRMED,3.7130701,1.654,19610,11.7215,4719,4.49738,0.81,TESS,,,,,,,,,
TOI 1812.02,CANDIDATE,11.6098182,3.5623705,1391.579546,2.7371461,5059.36,4.62542,0.738692,TESS,,,,,,,,,
TOI 1812.03,CANDIDATE,48.3320223,5.3736904,4780.05055,5.0923959,5059.36,4.62542,0.738692,TESS,,,,,,,,,
TOI 1813.01,FALSE POSITIVE,0.798,0.679,190,2.95586,6194.2,4,1.84,TESS,,,,,,,,,
TOI 1815.01,FALSE POSITIVE,2.555332,5.14,6550,20.5128,6454,3.77,2.48,TESS,,,,,,,,,
TOI 1817.01,CANDIDATE,13.3983724,2.2302111,1329.447511,6.0631073,6131.3,4.18,1.45244,TESS,,,,,,,,,
TOI 1818.01,CANDIDATE,5.5115114,4.7379743,3342.807005,10.0325305,6236.9,4.09,1.63332,TESS,,,,,,,,,
TOI 1820.01,CONFIRMED,4.860673,2.632,6140,11.4272,5778.2,4.16,1.4,TESS,,,,,,,,,
TOI 1821.01,CANDIDATE,9.4893231,2.757,940,2.4304,5120,4.6,0.77,TESS,,,,,,,,,
TOI 1823.01,CONFIRMED,38.8135498,5.944,9593,8.20695,4760,4.49,0.82,TESS,,,,,,,,,
TOI 1824.01,CONFIRMED,22.8085719,3.847,977,2.45459,5182,4.55,0.82,TESS,,,,,,,,,
TOI 1825.01,CANDIDATE,10.1824299,2.788,10610,10.7723,5450,4.42,1.01,TESS,,,,,,,,,
TOI 1826.01,CONFIRMED,4.1419805,2.3809654,10130.94118,12.9812632,5418.3,4.31,1.15614,TESS,,,,,,,,,
TOI 1827.01,CONFIRMED,1.467119,1.0069313,1550.632368,1.3241394,3297,4.89,0.331472,TESS,,,,,,,,,
TOI 1828.01,CONFIRMED,9.0941239,4.389,2570,8.09838,5759.8,4.07,1.56,TESS,,,,,,,,,
TOI 1829.01,CANDIDATE,6.2895835,3.044,24300,15.9901,5565,4.41544,1.02,TESS,,,,,,,,,
TOI 183.01,FALSE POSITIVE,3.4307565,3.1443388,9664.298563,29.7749124,6270,3.61332,2.72192,TESS,,,,,,,,,
TOI 1830.01,FALSE POSITIVE,9.7815625,3.736,20040,18.205,6327.16,4.37297,1.21,TESS,,,,,,,,,
TOI 1832.01,CANDIDATE,4.1508569,2.19,8700,7.61178,4652,4.52358,0.78,TESS,,,,,,,,,
TOI 1833.01,CANDIDATE,3.6935997,4.466185,8580.431891,17.0086591,6097.47,3.99566,1.78076,TESS,,,,,,,,,
TOI 1835.01,CANDIDATE,5.6419598,3.0871502,543.838848,1.8245844,5297,4.61016,0.782479,TESS,,,,,,,,,
TOI 1836.01,CONFIRMED,20.3807824,6.6590149,2371.522151,8.2227994,6351,4.12,1.61988,TESS,,,,,,,,,
TOI 1836.02,FALSE POSITIVE,1.7727505,1.519,243,2.73549,6351,4.12,1.62,TESS,,,,,,,,,
TOI 1838.01,CANDIDATE,2.1747062,2.846111,11173.19296,14.231871,6046.76,4.28918,1.2561899,TESS,,,,,,,,,
TOI 1839.01,CANDIDATE,1.4238067,1.5009585,721.0458571,2.6855348,5382.69,4.55152,0.848099,TESS,,,,,,,,,
TOI 184.01,FALSE POSITIVE,4.8170684,3.1822663,23137.363,24.4342674,6380,4.24852,1.44956,TESS,,,,,,,,,
