object_id,disposition,orbital_period,transit_duration,transit_depth_ppm,planet_radius,stellar_temp,stellar_logg,stellar_radius,mission,,,,,,,,,
TOI 1378.01,FALSE POSITIVE,5.7785318,2.348,4990,42.6903,8224,3.81,2.92,TESS,,,,,,,,,
TOI 1381.01,CANDIDATE,6.5601782,4.058,2474,28.2675,9976,4.01,2.62,TESS,,,,,,,,,
TOI 1383.01,FALSE POSITIVE,1.532703,2.698,1250,10.8699,6023.1,4.24,1.39,TESS,,,,,,,,,
TOI 1384.01,FALSE POSITIVE,0.7131492,2.428,450,4.89712,5128.9,3.88,1.93,TESS,,,,,,,,,
TOI 1386.01,CONFIRMED,25.8386422,5.209,1806,4.31235,5769,4.43,1.03,TESS,,,,,,,,,
TOI 1387.01,FALSE POSITIVE,0.78381,1.443,426.099,3.89595,7842,4.22,1.72,TESS,,,,,,,,,
TOI 1388.01,CANDIDATE,4.4652986,2.502,14440,14.5331,6051.2,4.35,1.18,TESS,,,,,,,,,
TOI 139.01,CONFIRMED,11.0708575,2.1937617,1149.732803,2.3337648,4356,4.53491,0.700727,TESS,,,,,,,,,
TOI 1390.01,FALSE POSITIVE,2.6380089,3.55,1683,12.8098,7495,3.88,2.5,TESS,,,,,,,,,
TOI 1391.01,FALSE POSITIVE,2.7260173,2.703,1165,4.98036,5256,4.59,0.79,TESS,,,,,,,,,
TOI 1392.01,FALSE POSITIVE,2.86876,2.422,1030,8.48351,8342,3.9,2.65,TESS,,,,,,,,,
TOI 1394.01,FALSE POSITIVE,2.958148,3.769,980,4.47387,6294,4.13,1.58,TESS,,,,,,,,,
TOI 1395.01,FALSE POSITIVE,0.98736,1.464,370,3.41784,6301.3,4.07,1.69,TESS,,,,,,,,,
TOI 1396.01,FALSE POSITIVE,3.99307,4.783,3892.81,6.35126,4731.1,4.35,0.93,TESS,,,,,,,,,
TOI 1397.01,FALSE POSITIVE,8.6795072,3.628,10160,24.132,6057,4.43,1.14,TESS,,,,,,,,,
TOI 1399.01,FALSE POSITIVE,1.3812787,2.4,1573,5.91488,6483,4.28,1.38,TESS,,,,,,,,,
TOI 1400.01,FALSE POSITIVE,5.48923,3.29,910,11.8401,6004,4.06,1.62,TESS,,,,,,,,,
TOI 1402.01,FALSE POSITIVE,0.43889,0.947,650,6.69456,7111,3.91,2.32,TESS,,,,,,,,,
TOI 1403.01,FALSE POSITIVE,2.3359622,6.0165684,3066.249275,18.3852989,7577,4.05,2.0780001,TESS,,,,,,,,,
TOI 1404.01,CANDIDATE,6.8674054,3.488,779,2.4024,6051.5,4.48,1.03,TESS,,,,,,,,,
TOI 1404.02,CANDIDATE,14.431887,3.265,1687,3.73311,6051.5,4.48,1.03,TESS,,,,,,,,,
TOI 1406.01,CONFIRMED,10.5739824,4.04,5460,9.43898,6519,4.36,1.27,TESS,,,,,,,,,
TOI 1407.01,CANDIDATE,9.9783319,4.2281711,179.2248456,2.0515332,6073.5,4.1,1.47131,TESS,,,,,,,,,
TOI 1408.01,CONFIRMED,4.4247042,1.318,2447,8.3621,6594,4.23,1.49,TESS,,,,,,,,,
TOI 1408.02,CANDIDATE,2.2222094,2.461,87,1.39527,6594,4.23,1.49,TESS,,,,,,,,,
TOI 141.01,CONFIRMED,1.0082361,1.41,228,1.7202,5795.29,4.438,1.13,TESS,,,,,,,,,
TOI 1410.01,CONFIRMED,1.2168732,0.86,1240,3.43106,4634.6,4.51,0.78,TESS,,,,,,,,,
TOI 1411.01,CONFIRMED,1.4520486,1.339,393,1.404,4184,4.57376,0.69,TESS,,,,,,,,,
TOI 1413.01,CANDIDATE,6.1182129,0.6671441,1805.189577,6.1579891,5427,4.51461,0.890109,TESS,,,,,,,,,
TOI 1415.01,CANDIDATE,14.4204896,5.1737619,1061.49915,4.7909139,6383,4.24518,1.41048,TESS,,,,,,,,,
TOI 1416.01,CONFIRMED,1.0697621,1.356,376,1.60037,4946,4.53834,0.8,TESS,,,,,,,,,
TOI 1417.01,CONFIRMED,3.0726434,2.2602485,10471.49497,19.9197757,7164,4.25661,1.55831,TESS,,,,,,,,,
TOI 1419.01,CANDIDATE,2.8997405,1.849,13760,10.0433,5224,4.55801,0.82,TESS,,,,,,,,,
TOI 142.01,CANDIDATE,0.8533534,1.2018737,25080.32907,12.600718,3658,4.438,0.608076,TESS,,,,,,,,,
TOI 1420.01,CONFIRMED,6.9561134,3.3628003,15989.2311,12.090823,5387,4.46259,0.940037,TESS,,,,,,,,,
TOI 1422.01,CONFIRMED,13.001789,4.4847322,1339.583766,3.84805,5914,4.46,1.00826,TESS,,,,,,,,,
TOI 1423.01,FALSE POSITIVE,2.7556532,3.3967282,2854.458929,6.4145519,4993,4.66918,0.696945,TESS,,,,,,,,,
TOI 1424.01,CANDIDATE,4.8962484,2.362418,1186.028993,3.5246468,4528.99,4.48318,0.799965,TESS,,,,,,,,,
TOI 1426.01,FALSE POSITIVE,0.78999,1.153,5750,1.99,5558,4.43,1.1,TESS,,,,,,,,,
TOI 1428.01,FALSE POSITIVE,11.35626,6.047,2190,12.9372,6314,3.87,2.14,TESS,,,,,,,,,
TOI 1429.01,FALSE POSITIVE,0.6412558,1.1161082,1029.534833,4.841202,5854.65,4.1262,1.47292,TESS,,,,,,,,,
TOI 143.01,CANDIDATE,2.3109689,3.4303821,6829.42365,17.30428,6371,3.94807,1.95411,TESS,,,,,,,,,
TOI 1430.01,CONFIRMED,7.4341456,2.424,701,1.97737,5064,4.57887,0.78,TESS,,,,,,,,,
TOI 1431.01,CONFIRMED,2.650232,2.03,6449,15.9327,7400,4.11,1.94,TESS,,,,,,,,,
TOI 1432.01,CANDIDATE,6.1095756,2.441,510,2.19963,5587,4.51,0.91,TESS,,,,,,,,,
TOI 1434.01,CANDIDATE,29.871853,4.6960535,712.5668187,2.4078494,5393.86,4.67802,0.735511,TESS,,,,,,,,,
TOI 1435.01,CANDIDATE,0.6858178,1.3936363,148.2277582,0.9996714,5142,4.54622,0.82354,TESS,,,,,,,,,
TOI 1436.01,CANDIDATE,0.8675883,1.3814953,321.4840933,1.4302423,5011.22,4.6136,0.74524,TESS,,,,,,,,,
TOI 1437.01,CONFIRMED,18.840891,5.765,331,2.00342,6093,4.32207,1.22,TESS,,,,,,,,,
TOI 1438.01,CONFIRMED,5.1396666,0.8991981,769.5996824,2.259057,5374,5.96065,0.815924,TESS,,,,,,,,,
TOI 1438.02,CONFIRMED,9.4280902,1.377,799,2.49195,5374,5.96065,0.82,TESS,,,,,,,,,
TOI 1439.01,CONFIRMED,27.6438617,5.321,560,3.68027,5873,4.043,1.62,TESS,,,,,,,,,
TOI 144.01,CONFIRMED,6.267832,2.789,321,1.99779,5950,4.438,1.15,TESS,,,,,,,,,
TOI 1440.01,CANDIDATE,15.5174519,5.322,434,2.43592,5780,4.438,1.34,TESS,,,,,,,,,
TOI 1440.02,CANDIDATE,4.6274206,4.6582573,152.4142924,1.43332,5780,4.438,1.34,TESS,,,,,,,,,
TOI 1441.01,CANDIDATE,22.092974,5.813,435,2.33525,5885,4.27782,1.24,TESS,,,,,,,,,
TOI 1442.01,CONFIRMED,0.4090681,0.6165726,1281.229467,1.1833779,3328,4.91612,0.308799,TESS,,,,,,,,,
TOI 1443.01,CONFIRMED,23.5407467,4.025,956,2.11441,5236,4.63898,0.75,TESS,,,,,,,,,
TOI 1444.01,CONFIRMED,0.4702719,1.3258819,209.49313,1.4344026,5466,4.48625,0.92499,TESS,,,,,,,,,
TOI 1445.01,CANDIDATE,9.8130697,3.91,630,2.67352,6240,4.46607,1.06,TESS,,,,,,,,,
TOI 1445.02,CANDIDATE,4.7842093,2.947,390,2.14401,6240,4.46607,1.06,TESS,,,,,,,,,
TOI 1446.01,CANDIDATE,6.3170657,2.4466954,688.3375977,2.4720516,5180,4.54308,0.83031,TESS,,,,,,,,,
TOI 1446.02,CANDIDATE,4.5057387,1.885675,428.7456455,1.7133121,5180,4.54308,0.83031,TESS,,,,,,,,,
TOI 1448.01,CONFIRMED,8.0970819,3.127852,4723.072438,2.6354043,3391,4.84373,0.381586,TESS,,,,,,,,,
TOI 1449.02,CANDIDATE,2.3691849,1.6840374,699.3113402,1.614201,5780,4.64751,0.604385,TESS,,,,,,,,,
TOI 145.01,CANDIDATE,5.13002,4.78,3376,8.86428,5430.7,4.4,1.58,TESS,,,,,,,,,
TOI 1450.01,CONFIRMED,2.0439268,1.008937,465.1929875,1.0924808,3407,4.7606,0.473603,TESS,,,,,,,,,
TOI 1451.01,CONFIRMED,16.5379864,2.796,608,2.51948,5781,4.43068,1.03,TESS,,,,,,,,,
TOI 1452.01,CONFIRMED,11.0619937,1.7587777,3249.116433,1.6184944,3248,4.95407,0.275364,TESS,,,,,,,,,
TOI 1453.01,CONFIRMED,6.5886877,1.678,852,2.12746,4920,4.64,0.71,TESS,,,,,,,,,
TOI 1453.02,CONFIRMED,4.3135263,1.874,274,1.17405,4920,4.64,0.71,TESS,,,,,,,,,
TOI 1454.01,CANDIDATE,2.6794168,2.988801,13578.34479,13.6925582,6075,4.38,1.14394,TESS,,,,,,,,,
TOI 1456.01,CONFIRMED,18.712253,6.475,6066,10.3984,6125,4.29,1.27,TESS,,,,,,,,,
TOI 1458.01,CANDIDATE,2.7759678,3.074,13613,15.4018,6140,4.32,1.24,TESS,,,,,,,,,
TOI 1460.01,FALSE POSITIVE,6.8424983,3.3079378,8029.880305,16.4578474,5766,4.438,1.1282001,TESS,,,,,,,,,
TOI 1462.01,CONFIRMED,2.1779407,2.098,110,1.28228,5801.89,4.25132,1.26,TESS,,,,,,,,,
TOI 1463.01,CANDIDATE,2.8791023,2.7497683,11426.61701,12.0920506,5583,4.33946,1.1145999,TESS,,,,,,,,,
TOI 1464.01,CANDIDATE,11.3125266,2.5943007,861.7265878,2.686447,5290,4.53286,0.854841,TESS,,,,,,,,,
TOI 1465.01,CANDIDATE,1.4200248,1.431,23730,12.5242,4910,4.57248,0.77,TESS,,,,,,,,,
TOI 1466.01,CANDIDATE,1.8718991,1.475,920,2.40733,4201,4.5079,0.75,TESS,,,,,,,,,
TOI 1467.01,CONFIRMED,5.9711357,1.5478671,1437.108603,1.8721145,3834,4.74552,0.490737,TESS,,,,,,,,,
TOI 1468.01,CONFIRMED,15.5324385,1.7640717,2937.495321,2.013576,3382,4.85532,0.369306,TESS,,,,,,,,,
TOI 1468.02,CONFIRMED,1.880531,1.1911684,1214.006659,1.4548629,3382,4.85532,0.369306,TESS,,,,,,,,,
TOI 1469.01,CANDIDATE,3.0929386,0.8776502,254.2319025,1.2815317,4884.29,4.59034,0.750598,TESS,,,,,,,,,
TOI 1469.02,CANDIDATE,6.7650398,1.421,269,1.39215,4884.29,4.59034,0.75,TESS,,,,,,,,,
TOI 147.01,FALSE POSITIVE,3.4231002,2.4377583,8643.101646,35.4084057,5620.9,3.6,2.6126101,TESS,,,,,,,,,
TOI 1470.01,CONFIRMED,2.5272822,1.265861,1847.487224,2.2007181,3624,4.74607,0.49012,TESS,,,,,,,,,
TOI 1471.01,CONFIRMED,20.7724316,5.508,1415,3.91576,5625.56,4.46798,0.97,TESS,,,,,,,,,
TOI 1471.02,CONFIRMED,52.5637056,6.5,1193,3.28372,5625.56,4.46798,0.97,TESS,,,,,,,,,
TOI 1472.01,CONFIRMED,6.3634106,2.692302,2368.695203,4.4784698,5103,4.50257,0.859483,TESS,,,,,,,,,
TOI 1473.01,CONFIRMED,5.2544884,2.898,567,2.1916,5958,4.48217,0.99,TESS,,,,,,,,,
TOI 1474.01,FALSE POSITIVE,5.222621,4.693629,15867.99202,3.7216015,3453,4.95337,0.275946,TESS,,,,,,,,,
TOI 1475.01,CANDIDATE,8.4953513,0.9060555,718.4869448,5.2961699,10012,4.29876,1.88016,TESS,,,,,,,,,
TOI 1476.01,CANDIDATE,1.2174936,2.57,6969,12.9438,6596.04,4.2467,1.46,TESS,,,,,,,,,
TOI 1477.01,CANDIDATE,2.7324809,2.2139341,9548.280601,18.2785375,6695,4.17494,1.61271,TESS,,,,,,,,,
TOI 1478.01,CONFIRMED,10.1802014,4.613,11500,12.3422,5623,4.4,1.04,TESS,,,,,,,,,
TOI 1479.01,FALSE POSITIVE,16.6828999,1.804,2054,17.1854,6423,3.74,2.63,TESS,,,,,,,,,
TOI 148.01,CONFIRMED,4.86709,3.103,4210,7.42915,5814.3,4.34,1.15,TESS,,,,,,,,,
TOI 1481.01,FALSE POSITIVE,2.1853174,1.656,1168,14.8742,8332,3.54,4.02,TESS,,,,,,,,,
TOI 1482.01,CANDIDATE,5.7121916,4.775,7555,15.4584,6720,4.09,1.79,TESS,,,,,,,,,
TOI 1483.01,FALSE POSITIVE,5.0037857,4.154,1950,6.77338,6109,4.42,1.09,TESS,,,,,,,,,
TOI 1484.01,FALSE POSITIVE,1.1623941,1.266,1099,8.21669,5843.7,3.82,2.23,TESS,,,,,,,,,
TOI 1486.01,FALSE POSITIVE,0.2666485,1.075,230,1.30468,4154,4.53,0.71,TESS,,,,,,,,,
TOI 1491.01,CANDIDATE,4.4902667,2.758,2513,5.56985,5899,4.29,1.23,TESS,,,,,,,,,
TOI 1492.01,FALSE POSITIVE,0.86673,1.089,662.925,3.54647,5904,4.31,1.25,TESS,,,,,,,,,
TOI 1493.01,CONFIRMED,5.147905,5.405,3710,18.0411,6064,3.57,2.9,TESS,,,,,,,,,
TOI 1494.01,CONFIRMED,5.0267996,2.754044,6358.00607,12.9814741,6434,4.21,1.4782799,TESS,,,,,,,,,
TOI 1496.01,FALSE POSITIVE,10.82661,6.877,5890,11.5303,5113,4.71,0.68,TESS,,,,,,,,,
TOI 1497.01,FALSE POSITIVE,0.8165295,2.294,468,4.12435,8911,4.26,1.85,TESS,,,,,,,,,
TOI 1498.01,FALSE POSITIVE,1.4014167,3.661,2730,11.8932,8014,4.32,1.6,TESS,,,,,,,,,
TOI 150.01,CONFIRMED,5.8574075,5.8548029,6489.730235,13.8892762,5982.9,4.03,1.67987,TESS,,,,,,,,,
TOI 1501.01,FALSE POSITIVE,1.077774,2.682,2680,10.1773,7274,4.25,1.58,TESS,,,,,,,,,
TOI 1502.01,FALSE POSITIVE,2.7536237,2.39,1460,11.1685,5647,3.68,2.41,TESS,,,,,,,,,
TOI 1503.01,FALSE POSITIVE,1.6534102,3.102,600,6.07704,6928,4.29,1.46,TESS,,,,,,,,,
TOI 1504.01,FALSE POSITIVE,1.2456423,1.354,691,3.80598,6194,4.16,1.5,TESS,,,,,,,,,
TOI 1505.01,FALSE POSITIVE,3.4272549,5.9083927,569.4677099,7.7503736,6338,3.9,2.0707099,TESS,,,,,,,,,
TOI 1506.01,FALSE POSITIVE,10.9115374,3.269,1039,18.4382,9195,3.75,3.37,TESS,,,,,,,,,
TOI 1507.01,FALSE POSITIVE,0.46741,1.25,1592.12,7.77804,7960.5,4.23,1.77,TESS,,,,,,,,,
TOI 1508.01,FALSE POSITIVE,2.1575124,2.236,550,11.8527,8326,3.58,3.87,TESS,,,,,,,,,
TOI 1509.01,FALSE POSITIVE,1.577609,1.646,1055,9.73924,7856,3.78,2.91,TESS,,,,,,,,,
TOI 151.01,FALSE POSITIVE,1.59782,1.49,1713.69,3.59995,5037.6,4.72,0.79,TESS,,,,,,,,,
TOI 1510.01,FALSE POSITIVE,1.23852,3.138,440,7.11712,6524,3.5,3.4,TESS,,,,,,,,,
TOI 1511.01,FALSE POSITIVE,1.1025238,2.321,2919,15.8737,9218,4.21,2,TESS,,,,,,,,,
TOI 1513.01,FALSE POSITIVE,1.76589,3.807,730,4.06597,6221,4.13,1.55,TESS,,,,,,,,,
TOI 1514.01,FALSE POSITIVE,1.36991,4.156,1170,11.8886,7339.8,3.56,3.64,TESS,,,,,,,,,
TOI 1515.01,FALSE POSITIVE,3.66505,2.346,910,7.19016,6370,3.81,2.32,TESS,,,,,,,,,
TOI 1516.01,CONFIRMED,2.0560153,2.773,17453,17.2767,6485,4.37,1.24,TESS,,,,,,,,,
TOI 1518.01,CONFIRMED,1.902606,2.3653693,8984.989727,19.576504,9918,4.32,1.82241,TESS,,,,,,,,,
TOI 152.01,FALSE POSITIVE,7.00776,2.68,3666.99,8.1288,6347,4.23,1.22,TESS,,,,,,,,,
TOI 1520.01,FALSE POSITIVE,6.1461734,5.386,1034,6.96236,6153,4.15,1.5,TESS,,,,,,,,,
TOI 1521.01,FALSE POSITIVE,4.1812866,4.394,4280,15.448,6146,3.78,2.31,TESS,,,,,,,,,
TOI 1522.01,FALSE POSITIVE,2.9798592,2.737,580,4.92227,9024,4.24,1.89,TESS,,,,,,,,,
TOI 1523.01,FALSE POSITIVE,6.72694,2.649,1070,5.19273,6745,4.23,1.53,TESS,,,,,,,,,
TOI 1525.01,FALSE POSITIVE,0.6171788,1.433,519,7.26341,9603,3.83,3.14,TESS,,,,,,,,,
TOI 1526.01,FALSE POSITIVE,1.5309799,1.37,654,6.01061,6298,3.77,2.38,TESS,,,,,,,,,
TOI 1527.01,CANDIDATE,5.0625809,3.69,2884,15.2343,7664,3.81,2.76,TESS,,,,,,,,,
TOI 1532.01,CANDIDATE,8.905407,2.71,6702,12.3602,6659,4.29,1.41,TESS,,,,,,,,,
TOI 1533.01,CANDIDATE,3.6458046,1.828,1168,2.93272,5053,4.48,0.88,TESS,,,,,,,,,
TOI 1533.02,CANDIDATE,8.0637954,0.804,2301,9.29431,5053,4.48,0.88,TESS,,,,,,,,,
TOI 1534.01,FALSE POSITIVE,1.41853,2.728,560,3.93221,6329,4.08,1.68,TESS,,,,,,,,,
TOI 1535.01,FALSE POSITIVE,6.5344463,2.774,3240,15.3823,7715.3,3.96,2.67,TESS,,,,,,,,,
TOI 1536.01,FALSE POSITIVE,2.013653,2.1214907,822.8974252,9.0269074,10310,4.01,2.67713,TESS,,,,,,,,,
TOI 1537.01,CANDIDATE,6.4902646,2.545,1080,3.24146,5999,4.52,0.96,TESS,,,,,,,,,
TOI 1538.01,CANDIDATE,6.54692,4.589,2400,5.62882,6034,4.39,1.12,TESS,,,,,,,,,
TOI 1539.01,FALSE POSITIVE,2.590266,4.378,700,9.54526,5855,3.45,3.22,TESS,,,,,,,,,
TOI 154.01,FALSE POSITIVE,6.74657,1.803,2970,16.2785,5910.7,3.59,2.57,TESS,,,,,,,,,
TOI 1543.01,FALSE POSITIVE,5.13664,4.45,930,7.04152,9238,4.08,2.32,TESS,,,,,,,,,
TOI 1545.01,FALSE POSITIVE,1.5166573,1.607,1590,7.73846,6905.3,4.03,2,TESS,,,,,,,,,
TOI 1546.01,CANDIDATE,1.13345,1.894,490,3.03424,6223,4.23,1.4,TESS,,,,,,,,,
TOI 1547.01,FALSE POSITIVE,0.71933,1.474,478.823,3.45648,5758,4.21,1.44,TESS,,,,,,,,,
TOI 1549.01,FALSE POSITIVE,2.5798051,3.413,5740,25.2815,6116.5,4.18,1.49,TESS,,,,,,,,,
TOI 155.01,CANDIDATE,5.4499753,4.319,973,5.28759,6220.5,3.99,1.79,TESS,,,,,,,,,
TOI 1550.01,FALSE POSITIVE,1.6256942,1.988,1720,32.1007,6628,3.43,3.96,TESS,,,,,,,,,
TOI 1551.01,CANDIDATE,1.67546,1.202,1250,6.44889,6745.5,4.09,1.78,TESS,,,,,,,,,
TOI 1552.01,FALSE POSITIVE,7.57193,2.656,420,10.2119,9146,3.45,4.72,TESS,,,,,,,,,
TOI 1554.01,CANDIDATE,9.4341589,2.8505348,4001.924935,6.3734064,5450.4,4.48,0.938168,TESS,,,,,,,,,
TOI 1555.01,FALSE POSITIVE,2.09989,0.908,27336.4,10.1564,6025.3,4.46,1.04,TESS,,,,,,,,,
TOI 1556.01,FALSE POSITIVE,1.44127,2.605,2750,9.20279,8009,4.29,1.65,TESS,,,,,,,,,
TOI 1557.01,FALSE POSITIVE,1.08697,1.967,860,4.98445,5751,4,1.69,TESS,,,,,,,,,
TOI 1559.01,CANDIDATE,3.4648951,1.046,1339,9.72728,8455.3,3.95,2.54,TESS,,,,,,,,,
TOI 156.01,FALSE POSITIVE,14.152,3.599,3800,10.6751,5823.9,4.6,1.28,TESS,,,,,,,,,
TOI 1560.01,CANDIDATE,0.2580006,0.5351356,812.7310325,6.2776081,9035,4.16,2.08687,TESS,,,,,,,,,
TOI 1561.01,FALSE POSITIVE,2.27456,3.32,1020,13.266,6777,3.55,3.35,TESS,,,,,,,,,
TOI 1562.01,FALSE POSITIVE,0.98999,2.05,420,3.95137,6208,3.99,1.84,TESS,,,,,,,,,
TOI 1563.01,CANDIDATE,1098.225859,6.121,4496,5.13949,4582,4.55,0.74,TESS,,,,,,,,,
TOI 1568.01,FALSE POSITIVE,1.35932,2.831,2840,10.3751,5421,4.46,0.94,TESS,,,,,,,,,
TOI 1569.01,FALSE POSITIVE,1.71614,2.038,681.449,14.1349,5511.5,3.28,4.92,TESS,,,,,,,,,
TOI 157.01,CONFIRMED,2.0845434,2.017038,12504.82502,13.4432705,5638,4.35,1.10646,TESS,,,,,,,,,
TOI 1570.01,FALSE POSITIVE,1.74626,3.88,1110,5.62786,8348,4.24,1.8,TESS,,,,,,,,,
TOI 1571.01,FALSE POSITIVE,1.2427,1.563,663.745,6.05271,5624.8,3.92,2.14,TESS,,,,,,,,,
TOI 1572.01,FALSE POSITIVE,8.66698,6.104,9854.3,27.4804,6322.2,3.77,2.52,TESS,,,,,,,,,
TOI 1573.01,CANDIDATE,21.216464,3.045,6499,13.1431,5925,4.1,1.55,TESS,,,,,,,,,
TOI 1575.01,FALSE POSITIVE,2.4611008,3.13,1795,12.3334,5429.5,4.01,1.63,TESS,,,,,,,,,
TOI 1577.01,FALSE POSITIVE,0.99837,1.632,2730,5.29489,6082,4.39,1.13,TESS,,,,,,,,,
TOI 1578.01,FALSE POSITIVE,1.97741,6.549,5470,17.5768,6742,3.95,2.11,TESS,,,,,,,,,
TOI 158.01,FALSE POSITIVE,2.51266,2.411,2790.01,13.3617,5988,4.08,2.3,TESS,,,,,,,,,
TOI 1580.01,CANDIDATE,4.7947749,4.799,6864,18.3428,6333,3.86,2.18,TESS,,,,,,,,,
TOI 1582.01,FALSE POSITIVE,1.8932775,3.118,3415,21.043,6904.3,4.05,2.04,TESS,,,,,,,,,
TOI 1583.01,FALSE POSITIVE,3.77188,2.923,450,10.0329,10097,3.52,4.62,TESS,,,,,,,,,
TOI 1584.01,FALSE POSITIVE,0.88654,1.679,870,24.9348,6919,3.36,4.27,TESS,,,,,,,,,
TOI 1587.01,FALSE POSITIVE,12.5343031,4.572,1517,8.71775,7275,3.91,2.51,TESS,,,,,,,,,
TOI 1589.01,FALSE POSITIVE,35.4028219,4.221,12666,21.7639,7455,4.17,1.78,TESS,,,,,,,,,
TOI 159.01,CANDIDATE,3.7628372,3.956,11360,17.3305867,6979.2,4.22,1.58746,TESS,,,,,,,,,
TOI 1592.01,FALSE POSITIVE,5.6318074,3.4553092,1186.148187,4.8217692,5669.9,4.16,1.38826,TESS,,,,,,,,,
TOI 1593.01,FALSE POSITIVE,2.06313,2.157,600,11.9118,6716.5,3.24,4.77,TESS,,,,,,,,,
TOI 1594.01,FALSE POSITIVE,1.51233,2.59,640,11.1245,9447,3.54,4.35,TESS,,,,,,,,,
TOI 1595.01,FALSE POSITIVE,1.7498117,1.641,2549,8.13315,6222.3,4.15,1.53,TESS,,,,,,,,,
TOI 1596.01,FALSE POSITIVE,1.9734615,3.69,1295,16.6678,7962.9,3.6,3.62,TESS,,,,,,,,,
TOI 1597.01,FALSE POSITIVE,0.73772,1.057,980,4.68288,6001,4.14,1.49,TESS,,,,,,,,,
TOI 1598.01,CANDIDATE,1.1020719,0.864,580,4.33066,6011,4.04,1.73,TESS,,,,,,,,,
TOI 1599.01,CANDIDATE,1.2198382,2.8341804,12160.1096,18.2179311,7398.5,4.25,1.60242,TESS,,,,,,,,,
TOI 160.01,FALSE POSITIVE,4.608,3.383,3213.22,7.99698,5935,4.29,1.28,TESS,,,,,,,,,
TOI 1600.01,FALSE POSITIVE,0.361112,0.756,710,6.69136,6056.9,3.99,1.95,TESS,,,,,,,,,
TOI 1601.01,CONFIRMED,5.33155,6.191,4220,14.6101,5917,3.78,2.22,TESS,,,,,,,,,
TOI 1603.01,CANDIDATE,4.7321735,2.589,8121,14.269,6739,4.21,1.56,TESS,,,,,,,,,
TOI 1604.01,FALSE POSITIVE,3.46608,4.403,1620,20.8363,7249.8,3.69,3.02,TESS,,,,,,,,,
TOI 1605.01,CONFIRMED,8.7094632,3.027,4510,20.9625,5597,4.03,1.59,TESS,,,,,,,,,
TOI 1608.01,FALSE POSITIVE,2.4727425,2.341,2929,23.6289,6057.7,3.84,2.13,TESS,,,,,,,,,
TOI 1610.01,CANDIDATE,2.5287981,1.286,387,2.29951,5740.2,4.3,1.19,TESS,,,,,,,,,
TOI 1611.01,CONFIRMED,16.2016817,2.792,885,2.38101,5071,4.58,0.78,TESS,,,,,,,,,
TOI 1612.01,CANDIDATE,2.8641388,2.417,9597,15.5276,6082,4.13,1.53,TESS,,,,,,,,,
TOI 1613.01,FALSE POSITIVE,5.2469991,3.45,1180,5.46087,6651,4.27,1.44,TESS,,,,,,,,,
TOI 1615.01,FALSE POSITIVE,3.9401791,1.991,13317,25.3897,7170,4.31,1.51,TESS,,,,,,,,,
TOI 1616.01,CANDIDATE,1.3433022,0.662,1052,4.72169,6713,4.27,1.45,TESS,,,,,,,,,
TOI 1617.01,FALSE POSITIVE,1.4013505,1.562,1532,3.7143,5521,4.48,0.94,TESS,,,,,,,,,
TOI 1618.01,FALSE POSITIVE,2.1679,1.39,560,5.32848,10596,4.27,2,TESS,,,,,,,,,
TOI 1620.01,CANDIDATE,1.5982014,2.254,296,2.28827,6594,4.23,1.49,TESS,,,,,,,,,
TOI 1621.01,CANDIDATE,6.453624,3.582,200,1.35756,7257,4.64,1.02,TESS,,,,,,,,,
TOI 1622.01,FALSE POSITIVE,1.7126115,3.128,340,2.01928,5932.2,4.48,1,TESS,,,,,,,,,
TOI 1624.01,FALSE POSITIVE,5.8089284,5.137,1111,3.79308,6406,4.34,1.27,TESS,,,,,,,,,
TOI 1625.01,FALSE POSITIVE,1.49446,2.114,890,4.21366,6587,4.27,1.43,TESS,,,,,,,,,
TOI 1626.01,CANDIDATE,3.3326189,3.5620066,8310.506616,15.6399082,5768.2,4,1.6948299,TESS,,,,,,,,,
TOI 1627.01,CANDIDATE,5.0172146,3.7363301,14236.9594,13.5478019,5930,4.4,1.10013,TESS,,,,,,,,,
TOI 1628.01,CANDIDATE,2.1436364,3.1539349,9203.755274,18.0537588,6148,4.01,1.77061,TESS,,,,,,,,,
TOI 1629.01,CANDIDATE,4.5421594,4.294,9760,17.3816,5939.3,4,1.73,TESS,,,,,,,,,
TOI 163.01,CONFIRMED,4.2311173,4.3531635,7261.275936,14.6260711,6671,4.14,1.6640199,TESS,,,,,,,,,
TOI 1630.01,CONFIRMED,12.0557353,1.959,807,2.39173,5504,4.58,0.83,TESS,,,,,,,,,
TOI 1632.01,FALSE POSITIVE,8.2491871,4.9807847,117724.0283,8.0476984,2990,5.13581,0.165066,TESS,,,,,,,,,
TOI 1634.01,CONFIRMED,0.98933,1.0357615,1519.669587,1.8303854,3455,4.76798,0.465258,TESS,,,,,,,,,
TOI 1635.01,FALSE POSITIVE,34.9270483,2.7546907,110264.9392,18.8285063,3496,4.9,0.389199,TESS,,,,,,,,,
TOI 1636.01,FALSE POSITIVE,1.7729239,1.8255671,26694.37974,14.9468862,4769,4.64845,0.687841,TESS,,,,,,,,,
TOI 1637.01,FALSE POSITIVE,4.076684,4.4132181,10459.72723,17.5223182,6531.44,4.13711,1.64302,TESS,,,,,,,,,
TOI 1638.01,CANDIDATE,0.9150623,0.6662728,4304.932222,5.386904,3810,4.56875,0.701237,TESS,,,,,,,,,
